event_id,domain,event_year,institution,event_type,policy_or_case,adoption_object,attitude_axis,benchmark_question,predicted_time_profile,source_url,notes
US-1933-FERA,welfare_relief,1933,Congress,adoption,Federal Emergency Relief Act of 1933,Authorize federal grants to states for unemployment and destitution relief,direct relief; poverty; federal grants; Depression emergency,Should the federal government make grants to states to provide emergency relief to unemployed and destitute people?,Low before the Depression; high in early New Deal; becomes baseline for later federal welfare-state arguments,https://www.law.cornell.edu/topn/federal_emergency_relief_act_of_1933,Congress Project addition that separates direct relief from work relief and Social Security.
US-1933-HOME-OWNERS-LOAN,housing_finance,1933,Congress,adoption,Home Owners' Loan Act of 1933,Create federal machinery to refinance distressed home mortgages and charter federal savings associations,mortgage relief; homeownership; foreclosure crisis; federal credit,Should federal law refinance distressed home mortgages and reorganize thrift institutions during a housing-credit crisis?,Low before the Depression; high in 1933 mortgage crisis; later important for racialized housing-credit institutions,https://www.govinfo.gov/content/pkg/COMPS-11132/pdf/COMPS-11132.pdf,Congress Project addition; complements National Housing Act and later fair-housing rows.
US-1934-NFA,guns_crime_tax,1934,Congress,adoption,National Firearms Act of 1934,"Tax and register machine guns, short-barreled firearms, silencers, and similar weapons",guns; organized crime; federal tax power; public safety,Should federal law tax and register especially dangerous firearms associated with organized crime?,Rises with 1930s crime politics; remains more plausible than broad gun regulation before modern gun-rights mobilization,https://www.atf.gov/rules-and-regulations/national-firearms-act,Adds early federal gun regulation before the 1968 GCA and Heller-era reversal.
US-1935-PUHCA,utilities_finance,1935,Congress,adoption,Public Utility Holding Company Act of 1935,Regulate and simplify public-utility holding-company structures under SEC oversight,utilities; pyramided finance; public control; New Deal regulation,Should federal law break up or regulate complex public-utility holding-company systems?,Low before Depression-era utility-finance scandal; high in New Deal anti-holding-company regulation; declines with later deregulation,https://www.gao.gov/products/gao-05-617,Promoted from round-1 deferred after source-frame salience check.
US-1936-RURAL-ELECTRIFICATION,rural_infrastructure,1936,Congress,adoption,Rural Electrification Act of 1936,Provide federal loans and authority to expand electric service in rural areas,rural development; public credit; infrastructure; cooperative provision,Should federal policy finance rural electric infrastructure where private utilities have not served farms and small towns?,Low before New Deal rural-development state capacity; high by mid-1930s; later model for broadband and energy access,https://www.usda.gov/about-usda/news/blog/celebrating-80th-anniversary-rural-electrification-administration,Congress Project rural-infrastructure omission with strong temporal-gradient value.
US-1939-HATCH-ACT,civil_service_elections,1939,Congress,adoption,Hatch Act of 1939,Restrict partisan political activities by federal employees and some federally funded state/local employees,civil service; patronage; election integrity; administrative neutrality,Should federal law limit partisan political activity by civil servants to protect administrative neutrality?,Rises with New Deal administrative expansion and patronage concerns; remains contested around executive political control,https://www.osc.gov/services/hatch-act/overview/,Promoted from round-1 deferred after source-frame check.
US-1940-SELECTIVE-TRAINING,military_state_capacity,1940,Congress,adoption,Selective Training and Service Act of 1940,Create the first peacetime draft in U.S. history,conscription; isolationism; preparedness; individual obligation,Should the United States adopt peacetime military conscription before entering a war?,Low in 1930 isolationist context; rises sharply with European war and preparedness politics in 1940,https://www.loc.gov/item/uscode1940-005050a003/,Congress Project source-frame addition; important for prewar state-capacity attitudes.
US-1940-SMITH-ACT,security_civil_liberties_immigration,1940,Congress,adoption,Alien Registration Act of 1940 / Smith Act,Require alien registration and criminalize advocacy of violent overthrow of the government,anti-communism; sedition; alien registration; national security; speech,Should federal law require noncitizen registration and criminalize advocacy of violent overthrow of the government?,Low-to-medium in 1930; rises with WWII and Cold War security politics; declines after later speech-protection doctrine,https://docsteach.org/document/alien-registration-act/,Adds statutory anchor for Dennis/Yates and Cold War civil-liberties tests.
US-1941-DARBY,labor_state_capacity,1941,Supreme Court,judicial_validation,United States v. Darby,"Uphold federal wage, hour, and child-labor rules under the commerce power",Commerce Clause; labor standards; child labor; federal capacity,Should federal wage-hour and child-labor rules survive Commerce Clause challenge?,Weak before 1937; high after the New Deal constitutional settlement; pairs with FLSA and Wickard,https://www.oyez.org/cases/1940-1955/312us100,SCDB/Oyez court-validation addition; fills doctrinal link between FLSA and Wickard.
US-1941-LEND-LEASE,foreign_policy_security,1941,Congress,adoption,Lend-Lease Act,Authorize military aid to countries deemed vital to U.S. defense while the United States remained formally neutral,isolationism; internationalism; executive discretion; wartime aid,Should the United States lend or lease war supplies to allied countries before formally entering the war?,Low in 1930 isolationist politics; rises sharply from 1939 to 1941; high after Pearl Harbor,https://www.archives.gov/milestone-documents/lend-lease-act,Congress Project and NARA milestone source-frame addition.
US-1942-EMERGENCY-PRICE-CONTROL,wartime_economic_control,1942,Congress,adoption,Emergency Price Control Act of 1942,Authorize federal wartime price ceilings and rent controls,inflation; wartime planning; price control; market intervention,Should federal law impose wartime price and rent controls to prevent inflation and scarcity?,Low in normal market governance; high during WWII mobilization; declines in postwar market liberalization,https://www.law.cornell.edu/topn/emergency_price_control_act_of_1942,Congress Project addition; useful crisis-spike economic-control benchmark.
US-1943-CHINESE-EXCLUSION-REPEAL,immigration_race_foreign_policy,1943,Congress,adoption,Chinese Exclusion Repeal Act / Magnuson Act,Repeal Chinese exclusion while retaining a small immigration quota,race; immigration; wartime alliance; Asian exclusion,Should Congress repeal Chinese exclusion laws during World War II while preserving restrictive quotas?,Low in 1930 exclusionary racial policy; rises with China alliance and civil-rights pressure; partial liberalization before 1965,https://www.visitthecapitol.gov/artifact/hr-3070-act-repeal-chinese-exclusion-acts-november-16-1943,Congress Project addition; bridges 1920s exclusion and 1965 Hart-Celler.
US-1945-BRETTON-WOODS,international_economic_order,1945,Congress,adoption,Bretton Woods Agreements Act,Authorize U.S. participation in the IMF and World Bank,internationalism; monetary order; multilateral institutions; sovereignty,Should the United States join and fund international monetary and reconstruction institutions after World War II?,Low in 1930 isolationist and gold-standard frames; high after WWII internationalist planning,https://www.federalreserve.gov/frrs/statutes/bretton-woods-agreements-act.htm,Congress Project addition; non-rights international political economy anchor.
US-1945-UN-PARTICIPATION,foreign_policy_multilateralism,1945,Congress,adoption,United Nations Participation Act of 1945,Authorize U.S. participation in the United Nations and implementation of Security Council measures,internationalism; sovereignty; collective security; postwar order,Should Congress authorize formal U.S. participation in the United Nations system after World War II?,Low after League of Nations rejection and 1930 isolationism; high after WWII,https://www.govinfo.gov/content/pkg/COMPS-1090/pdf/COMPS-1090.pdf,Congress Project addition; pairs with NATO and later internationalist backlash.
US-1946-APA,administrative_state,1946,Congress,adoption,Administrative Procedure Act,"Create default procedures for federal rulemaking, adjudication, and judicial review of agency action",administrative state; due process; expertise; judicial review,Should Congress impose general procedural and judicial-review rules on federal administrative agencies?,Low before administrative expansion; high after New Deal and WWII agency growth; contested in deregulation and anti-administrative eras,https://www.archives.gov/files/federal-register/tutorial/000.pdf,Congress Project source-frame addition; central administrative-state benchmark.
US-1948-DISPLACED-PERSONS-ACT,immigration_refugees,1948,Congress,adoption,Displaced Persons Act of 1948,Create a refugee admissions program for people displaced by World War II,refugees; Holocaust aftermath; national origins; humanitarianism; exclusion,Should U.S. law admit large numbers of European displaced persons after World War II despite restrictive immigration quotas?,Low in 1930 restrictionist frame; rises after WWII and Holocaust; superseded by broader refugee policy in 1980,https://www.uscis.gov/about-us/our-history/stories-from-the-archives/refugee-timeline,Source-frame addition; fills postwar refugee policy between exclusion and Refugee Act.
US-1948-MARSHALL-PLAN,foreign_aid_security,1948,Congress,adoption,Economic Cooperation Act of 1948 / Marshall Plan,Authorize large-scale economic aid for European recovery,foreign aid; Cold War; internationalism; anti-communism; economic reconstruction,Should the United States fund large-scale European economic reconstruction as a foreign-policy and security strategy?,Low in 1930 isolationism; rising after WWII devastation and Cold War containment; high by 1948,https://www.archives.gov/milestone-documents/marshall-plan,NARA milestone and Congress Project addition; central foreign-aid benchmark.
US-1948-SHELLEY,civil_rights_housing,1948,Supreme Court,judicial_adoption,Shelley v. Kraemer,Hold that courts may not enforce racially restrictive housing covenants,race; housing; private discrimination; state action,Should judicial enforcement of racially restrictive housing covenants be treated as unconstitutional state action?,Low in 1930; rises after WWII civil-rights pressure; partial bridge to Brown and Fair Housing Act,https://supreme.justia.com/cases/federal/us/334/1/,SCDB/CAP court source-frame addition; important pre-Brown housing-rights row.
US-1950-DPA,industrial_policy_security,1950,Congress,adoption,Defense Production Act of 1950,"Authorize priority orders, allocation authority, and industrial-capacity tools for national defense",Korean War; industrial mobilization; emergency powers; supply chains,Should federal law let the President direct private production and allocate materials for national defense?,Low outside mobilization context; high during WWII/Korean War; revived during later security and pandemic emergencies,https://www.fema.gov/disaster/defense-production-act,CAP public-laws source-frame addition; modern resonance with pandemic and industrial policy.
US-1950-INTERNAL-SECURITY,security_civil_liberties,1950,Congress,adoption,Internal Security Act of 1950 / McCarran Act,Require Communist organization registration and create internal-security detention and exclusion machinery,anti-communism; civil liberties; national security; loyalty,Should Congress require Communist organizations to register and expand internal-security powers during the Cold War?,Low before WWII; high during early Cold War anti-communism; declines after rights-protective and anti-McCarthy frames,https://www.law.cornell.edu/topn/internal_security_act_of_1950,"Promoted from round-1 deferred; pairs with Smith Act, Dennis, Yates, and Brandenburg."
US-1951-DENNIS,speech_security,1951,Supreme Court,judicial_validation,Dennis v. United States,Uphold Smith Act convictions of Communist Party leaders,anti-communism; speech; clear and present danger; national security,Should convictions for conspiring to advocate violent overthrow survive First Amendment challenge during the Cold War?,High in early Cold War security politics; weakened by Yates and Brandenburg speech-protective doctrine,https://www.oyez.org/cases/1940-1955/341us494,SCDB/Oyez addition; court-validation pair for Smith Act and Yates.
US-1956-BANK-HOLDING-COMPANY-ACT,banking_finance,1956,Congress,adoption,Bank Holding Company Act of 1956,Regulate bank holding companies and limit interstate and nonbank expansion,banking structure; concentration; federal supervision; financial stability,Should federal law regulate bank holding companies and restrict their expansion into nonbanking activities?,Low before growth of holding-company banking; high in midcentury structural-finance regulation; later contested by financial deregulation,https://www.federalreservehistory.org/essays/bank-holding-company-act-of-1956,CAP/Congress Project finance omission; pairs with Glass-Steagall and GLBA.
US-1957-YATES,speech_security,1957,Supreme Court,judicial_invalidation,Yates v. United States,Limit Smith Act prosecutions by distinguishing advocacy of abstract doctrine from advocacy of action,anti-communism; speech; civil liberties; judicial retreat,Should Smith Act convictions be reversed when prosecution rests on abstract advocacy rather than incitement to action?,Low in early Cold War; rises after McCarthy backlash and Warren Court civil-liberties turn,https://supreme.justia.com/cases/federal/us/354/298/,SCDB/Justia addition; counterpoint to Dennis and precursor to Brandenburg.
US-1958-NDEA,education_science_security,1958,Congress,adoption,National Defense Education Act of 1958,"Fund education, loans, language study, science, math, and defense-related training after Sputnik",education; science; Cold War; federal aid; human capital,"Should federal education aid expand for science, mathematics, languages, and defense-related human capital?",Low in 1930 localist education frame; rises with Cold War and Sputnik; precursor to Great Society education aid,https://www.loc.gov/item/uscode1958-004020017/,CAP public-laws source-frame addition; pre-Great Society education-policy row.
US-1958-NASA-ACT,science_space_state_capacity,1958,Congress,adoption,National Aeronautics and Space Act of 1958,Create NASA and establish a civilian national space program,science; space; Cold War; civilian-military boundary; national prestige,Should Congress create a civilian space agency to conduct national aeronautics and space activities?,Very low before rockets and Cold War space competition; high after Sputnik,https://www.nasa.gov/history/national-aeronautics-and-space-act-of-1958-unamended,Congress Project/CAP source-frame addition; technology state-capacity benchmark.
US-1958-COOPER,civil_rights_federalism,1958,Supreme Court,judicial_validation,Cooper v. Aaron,Reject state resistance to Brown and assert binding force of Supreme Court constitutional rulings,desegregation; federal supremacy; judicial authority; massive resistance,Should states be barred from delaying school desegregation because of local hostility to Brown?,Low before Brown; high after Little Rock confrontation; remains central to federal-court authority,https://supreme.justia.com/cases/federal/us/358/1/,SCDB/Justia addition; fills enforcement/resistance dynamic after Brown.
US-1961-PEACE-CORPS,foreign_aid_civic_service,1961,Congress/President,adoption,Executive Order 10924 and Peace Corps Act,Create and authorize the Peace Corps as an international volunteer-service agency,Cold War; development; civic service; soft power; youth idealism,Should the United States send civilian volunteers abroad as a foreign-policy and development instrument?,Low in 1930 isolationism; rises with Cold War development competition and Kennedy-era civic-service politics,https://www.archives.gov/milestone-documents/executive-order-10924,NARA and Congress Project source-frame addition; soft-power policy benchmark.
US-1968-OMNIBUS-CRIME-CONTROL,criminal_justice_surveillance,1968,Congress,adoption,Omnibus Crime Control and Safe Streets Act of 1968,Create federal crime-control grants and regulate wiretapping and electronic surveillance,crime; policing; federal grants; wiretaps; public order,Should federal law expand crime-control grants while authorizing and regulating wiretapping for law enforcement?,Low in Warren Court rights-expansion frame; rises with 1960s public-order and crime politics,https://www.congress.gov/bill/90th-congress/house-bill/5037/text,CAP/Congress.gov source-frame addition; links crime politics and surveillance.
US-1968-TRUTH-IN-LENDING,consumer_credit,1968,Congress,adoption,Truth in Lending Act,Require standardized disclosure of consumer-credit costs and terms,consumer protection; credit markets; disclosure; financial regulation,Should federal law require lenders to disclose standardized credit costs and terms to consumers?,Low before mass consumer credit; rises with 1960s consumer-protection politics; baseline for later credit/privacy law,https://www.federalreserve.gov/frrs/regulations/truth-in-lending-act-reg-z.htm,"CAP/Congress Project consumer-credit omission; pairs with FCRA, ECOA, CRA."
US-1970-FCRA,privacy_credit,1970,Congress,adoption,Fair Credit Reporting Act,"Regulate consumer-reporting agencies and create accuracy, access, and privacy protections for credit files",privacy; credit; data accuracy; consumer protection,Should federal law give consumers rights over credit-reporting files and regulate consumer-reporting agencies?,Low before mass computerized credit reporting; rises with 1960s-1970s consumer/privacy politics,https://www.federalreserve.gov/frrs/regulations/fair-credit-reporting-act.htm,Promoted from round-1 deferred; important data/privacy precursor.
US-1972-CPSA,consumer_safety,1972,Congress,adoption,Consumer Product Safety Act,Create the Consumer Product Safety Commission and federal consumer-product safety authority,consumer protection; safety; expert regulation; product markets,Should federal law create an independent agency to protect consumers from unsafe products?,Low before 1960s consumer movement; high by early 1970s regulatory expansion; contested in deregulation era,https://www.cpsc.gov/Newsroom/News-Releases/2022/CPSC-Celebrates-50-Years-of-Making-Consumer-Safety-our-Mission,Promoted from round-1 deferred after consumer-regulation source-frame check.
US-1975-EPCA,energy_state_capacity,1975,Congress,adoption,Energy Policy and Conservation Act,Create the Strategic Petroleum Reserve and federal energy-conservation tools after the oil shock,energy security; oil crisis; conservation; federal planning,Should federal law create strategic petroleum reserves and energy-conservation authority after an oil shock?,Low before 1970s energy crisis; high after embargo and stagflation; later reframed around efficiency and climate,https://www.energy.gov/eere/buildings/regulatory-processes-0,Promoted from round-1 deferred; core energy-crisis policy row.
US-1987-DOLE,spending_power_federalism,1987,Supreme Court,judicial_validation,South Dakota v. Dole,Uphold federal highway-fund conditions tied to state drinking-age policy,federalism; spending power; alcohol; conditional grants,Should Congress be able to condition a small share of federal highway funds on states raising the drinking age?,Low before grant-in-aid state capacity; high in late twentieth-century conditional-spending doctrine; limited by NFIB coercion concerns,https://www.oyez.org/cases/1986/86-260,Promoted from round-1 deferred; spending-power doctrine bridge to NFIB.
US-1997-RENO-ACLU,speech_internet,1997,Supreme Court,judicial_invalidation,Reno v. ACLU,Invalidate Communications Decency Act restrictions on indecent internet speech,internet; speech; child protection; censorship; new media,Should broad federal restrictions on indecent online speech survive First Amendment review?,Not meaningful before mass internet; plausible during early internet moral panic; invalidation high in speech-protective doctrine,https://www.oyez.org/cases/1996/96-511,Promoted from round-1 deferred; technology/speech expansion.
US-2005-KELO,property_development,2005,Supreme Court,judicial_validation,Kelo v. City of New London,Uphold use of eminent domain for economic-development transfer to private redevelopment,property rights; economic development; local redevelopment; public use,Should government be able to use eminent domain for an economic-development plan involving transfer to private redevelopers?,More plausible under deferential midcentury redevelopment doctrine; politically toxic after property-rights backlash,https://www.oyez.org/cases/2004/04-108,Promoted from round-1 deferred; property/development backlash benchmark.
US-1933-TVA,regional_development_state_capacity,1933,Congress,adoption,Tennessee Valley Authority Act,"Create a federally owned corporation to build dams, generate public power, control floods, and promote regional economic development in the Tennessee Valley.","public ownership, regional planning, federal development state, electric power, New Deal state capacity","Would the federal government create a public corporation to transform a multi-state region through dams, electricity, flood control, and planning?","Low before the Depression, sharply higher by 1933, later normalized as part of New Deal state-capacity memory.",https://www.archives.gov/milestone-documents/tennessee-valley-authority-act,Round-3 NARA milestone omission; distinct from relief programs because it tests public ownership and regional planning.
US-1933-NIRA,industrial_policy_labor_state_capacity,1933,Congress,adoption,National Industrial Recovery Act,"Authorize industry codes, public works spending, and collective-bargaining protections as an emergency economic recovery program.","planning, industrial codes, labor rights, emergency state capacity, constitutional limits",Would Congress adopt a sweeping industrial-recovery statute that lets the federal government coordinate industry codes and labor standards?,"Rises sharply in the Depression emergency, then falls doctrinally after Schechter while remaining historically central.",https://www.archives.gov/milestone-documents/national-industrial-recovery-act,Separate adoption row from the existing Schechter invalidation row.
US-1942-EO9066,civil_liberties_security_race,1942,President,executive_order,Executive Order 9066,Authorize military exclusion zones that enabled the forced removal and incarceration of Japanese Americans during World War II.,"race, national security, civil liberties, wartime executive power, exclusion",Would the President authorize mass exclusion and incarceration of a racialized minority during wartime on national-security grounds?,"Low in ordinary periods, sharply higher after Pearl Harbor, then morally and legally delegitimized after the war.",https://www.archives.gov/milestone-documents/executive-order-9066,Adds the policy-adoption counterpart to the existing Korematsu judicial-validation row.
US-1947-TRUMAN-DOCTRINE,foreign_policy_security,1947,Congress/President,adoption,Truman Doctrine,"Commit the United States to support governments resisting communist pressure, beginning with aid to Greece and Turkey.","anti-communism, internationalism, containment, foreign aid, Cold War statecraft",Would the United States make anti-communist containment a central justification for foreign aid and security commitments?,"Low in interwar isolationist priors, higher after World War II, central by the early Cold War.",https://www.archives.gov/milestone-documents/truman-doctrine,"NARA milestone source; complements Marshall Plan, NATO-era security state, and internal-security rows."
US-1957-EO10730,civil_rights_state_capacity,1957,President,executive_order,Executive Order 10730,"Use federal authority and troops to enforce school desegregation in Little Rock, Arkansas.","civil-rights enforcement, federal troops, school desegregation, state resistance","Would the President use federal executive power, including troops, to enforce court-ordered school desegregation against state resistance?","Very low before Brown, higher after Brown and Little Rock, then part of the civil-rights enforcement repertoire.",https://www.archives.gov/milestone-documents/executive-order-10730,NARA milestone; adds executive-enforcement counterpart to Brown and Cooper.
US-1963-TEST-BAN-TREATY,nuclear_arms_control,1963,Congress/President,treaty_ratification,Limited Nuclear Test Ban Treaty,"Ratify a treaty banning nuclear weapons tests in the atmosphere, outer space, and underwater.","nuclear risk, arms control, Cold War diplomacy, environmental fallout, national security","Would the United States accept a binding nuclear arms-control treaty limiting atmospheric, underwater, and outer-space tests?","Low in early Cold War maximalist testing politics, higher after fallout fears and the Cuban Missile Crisis.",https://www.archives.gov/milestone-documents/test-ban-treaty,NARA milestone; adds a treaty/arms-control policy object absent from v3.
US-1964-TONKIN-GULF,war_powers_security,1964,Congress,adoption,Tonkin Gulf Resolution,Authorize the President to use military force in Southeast Asia without a formal declaration of war.,"war powers, anti-communism, executive discretion, Vietnam, Cold War national security",Would Congress give the President broad authority to use military force in Southeast Asia without declaring war?,"Rises with Cold War containment and Vietnam escalation, then becomes a backlash object for the War Powers Resolution.",https://www.archives.gov/milestone-documents/tonkin-gulf-resolution,NARA milestone; essential counterpart to the existing War Powers Resolution row.
US-1967-ADEA,civil_rights_labor_age,1967,Congress,adoption,Age Discrimination in Employment Act,Prohibit employment discrimination against older workers.,"age, employment discrimination, civil rights, labor markets, protected classes",Would Congress treat age discrimination in employment as a federal civil-rights problem?,"Low before the civil-rights employment framework, higher after Title VII and Great Society labor-rights expansion.",https://www.eeoc.gov/statutes/age-discrimination-employment-act-1967,OLRC popular-name source-frame omission; adds age to the anti-discrimination coverage set.
US-1970-BANK-SECRECY,finance_surveillance,1970,Congress,adoption,Bank Secrecy Act,Require financial institutions to keep records and report certain transactions to help detect money laundering and financial crimes.,"financial privacy, surveillance, crime control, banking regulation, anti-money-laundering state capacity",Would Congress require banks to report and preserve transaction information for federal law-enforcement and financial-surveillance purposes?,"Low before modern organized-crime and drug-policy concerns, higher by 1970, then expanded after terrorism and AML concerns.",https://www.fincen.gov/resources/statutes-and-regulations/bank-secrecy-act,"OLRC popular-name omission; complements FISA, Privacy Act, FCRA, PATRIOT Act, and financial regulation rows."
US-1971-ANCSA,native_policy_land,1971,Congress,adoption,Alaska Native Claims Settlement Act,"Settle Alaska Native land claims through land transfers, monetary compensation, and Native corporations.","Native sovereignty, land claims, corporate settlement, resource development, self-determination",Would Congress settle Native land claims through a large land-and-money settlement organized around Native corporations?,"Low under allotment/termination priors, higher around Alaska statehood, oil development, and the self-determination turn.",https://www.blm.gov/programs/lands-and-realty/regional-information/alaska/land_transfer/ancsa,OLRC and agency-source omission; fills a major Native-policy land-settlement gap.
US-1978-AIRFA,native_policy_religion,1978,Congress,adoption,American Indian Religious Freedom Act,"Declare federal policy to protect and preserve American Indian, Alaska Native, and Native Hawaiian religious practices.","Native religious freedom, cultural rights, sacred sites, federal land management",Would Congress formally recognize protection of Native religious practices as a federal policy objective?,"Low under assimilation and termination-era priors, higher during the 1970s self-determination and rights turn.",https://www.govinfo.gov/content/pkg/STATUTE-92/pdf/STATUTE-92-Pg469.pdf,OLRC popular-name omission; useful even though the statute was more declaratory than enforcement-heavy.
US-1982-VRA-AMENDMENTS,democracy_civil_rights,1982,Congress,adoption,Voting Rights Act Amendments of 1982,"Renew and amend the Voting Rights Act, including a results-based test for vote dilution under Section 2.","racial vote dilution, federal voting-rights enforcement, results tests, civil-rights backlash",Would Congress renew the Voting Rights Act and make vote-dilution liability turn on discriminatory results rather than intent alone?,"Low before the civil-rights era, high after 1965, contested but plausible amid 1980s rights retrenchment.",https://www.congress.gov/bill/97th-congress/house-bill/3112,OLRC popular-name omission; adds an important post-1965 voting-rights evolution.
US-1990-IMMIGRATION-ACT,immigration,1990,Congress,adoption,Immigration Act of 1990,"Expand legal immigration, revise employment-based immigration, and create the diversity visa program.","legal immigration, high-skill immigration, diversity visas, national origins reform aftermath",Would Congress expand legal immigration and create new employment-based and diversity-visa channels?,"Low before Hart-Celler, higher after immigration liberalization, then contested amid 1990s immigration politics.",https://www.congress.gov/bill/101st-congress/senate-bill/358,OLRC popular-name omission; fills gap between IRCA and later immigration enforcement/restriction politics.
US-1993-RFRA,religion_civil_rights,1993,Congress,adoption,Religious Freedom Restoration Act,Require government to satisfy strict scrutiny when substantially burdening religious exercise.,"religious liberty, civil-rights coalitions, judicial backlash, statutory constitutionalism",Would Congress restore a strict-scrutiny rule for burdens on religious exercise after the Supreme Court narrowed Free Exercise doctrine?,"Low before the Warren/Burger-era rights framework, high after Smith, then increasingly polarized in later religion/health conflicts.",https://www.congress.gov/bill/103rd-congress/house-bill/1308,OLRC popular-name omission; important statutory bridge to Hobby Lobby and later religion cases.
US-1996-AEDPA,criminal_justice_security,1996,Congress,adoption,Antiterrorism and Effective Death Penalty Act,"Restrict habeas corpus review, expand terrorism-related tools, and accelerate death-penalty procedures.","terrorism, death penalty, habeas corpus, crime control, federal courts",Would Congress respond to terrorism and crime concerns by restricting habeas review and accelerating capital-punishment procedures?,"Low in the Warren Court criminal-procedure period, higher by the 1990s crime/terrorism politics, contested after civil-liberties backlash.",https://www.congress.gov/bill/104th-congress/senate-bill/735,OLRC popular-name omission; fills a major criminal-justice/federal-courts restriction row.
US-1996-IIRIRA,immigration_enforcement,1996,Congress,adoption,Illegal Immigration Reform and Immigrant Responsibility Act,"Expand immigration enforcement, removal rules, inadmissibility bars, and penalties for unauthorized immigration.","immigration restriction, border enforcement, deportation, criminalization, welfare-era retrenchment",Would Congress sharply expand immigration enforcement and removal rules as part of a broader restrictionist turn?,"Low before late-20th-century immigration backlash, higher after IRCA and 1990s restrictionist politics.",https://www.congress.gov/bill/104th-congress/house-bill/3610,"OLRC popular-name omission; complements Hart-Celler, Refugee Act, IRCA, and PRWORA."
US-2001-AUMF,war_powers_security,2001,Congress,adoption,Authorization for Use of Military Force of 2001,Authorize the President to use force against those responsible for the September 11 attacks and associated harboring entities.,"terrorism, war powers, executive discretion, national security, civil liberties",Would Congress give the President broad open-ended authority to use military force against terrorism-linked actors after a major attack?,"Low before 9/11, extremely high immediately after 9/11, then increasingly contested as the war on terror persisted.",https://www.congress.gov/bill/107th-congress/senate-joint-resolution/23,GovInfo/OLRC omission; essential counterpart to PATRIOT Act and war-powers rows.
US-2002-IRAQ-AUMF,war_powers_security,2002,Congress,adoption,Authorization for Use of Military Force Against Iraq Resolution of 2002,Authorize the President to use military force against Iraq.,"Iraq War, terrorism, weapons of mass destruction, executive war powers, national security",Would Congress authorize military force against Iraq under post-9/11 national-security and weapons-of-mass-destruction claims?,"Low before 9/11, high during 2002 security politics, then strongly contested after the Iraq War backlash.",https://www.congress.gov/bill/107th-congress/house-joint-resolution/114,GovInfo/OLRC omission; distinct from the 2001 AUMF and useful for backlash time profiles.
US-2009-LILLY-LEDBETTER,gender_labor,2009,Congress,adoption,Lilly Ledbetter Fair Pay Act,Reset the limitations period for pay-discrimination claims with each discriminatory paycheck.,"gender pay equity, employment discrimination, courts versus Congress, civil-rights enforcement",Would Congress override a Supreme Court limitations ruling to make pay-discrimination claims easier to bring?,"Low before Title VII and modern gender equality politics, higher after feminist labor-rights mobilization and Ledbetter.",https://www.congress.gov/bill/111th-congress/senate-bill/181,OLRC popular-name omission; adds a congressional override/civil-rights-enforcement row.
US-2009-HATE-CRIMES,civil_rights_criminal_justice,2009,Congress,adoption,Matthew Shepard and James Byrd Jr. Hate Crimes Prevention Act,"Expand federal hate-crimes law to cover crimes motivated by gender, sexual orientation, gender identity, or disability.","hate crimes, LGBTQ rights, race, gender identity, disability, federal criminal enforcement","Would Congress expand federal hate-crime law to protect LGBTQ people, people with disabilities, and other targeted groups?","Low before modern hate-crime and LGBTQ-rights politics, higher by the 2000s.",https://www.justice.gov/hatecrimes/laws-and-policies,OLRC/GovInfo omission; bridges civil-rights criminal enforcement and LGBTQ-rights expansion.
US-2010-DADT-REPEAL,lgbtq_military,2010,Congress/President,adoption,"Don't Ask, Don't Tell Repeal Act","Repeal the statutory basis for excluding openly gay, lesbian, and bisexual people from military service.","LGBTQ rights, military service, national security culture, sexuality","Would Congress repeal the ban on openly gay, lesbian, and bisexual people serving in the military?","Very low before gay-rights mobilization, still low around 1993 compromise politics, high by 2010.",https://www.congress.gov/bill/111th-congress/house-bill/2965,"OLRC popular-name omission; complements Bowers, Lawrence, DOMA, Windsor, Obergefell, and Bostock."
US-2018-FIRST-STEP,criminal_justice_reform,2018,Congress/President,adoption,First Step Act,"Reduce some federal sentences, expand earned-time credits, and reform federal prison programming.","mass incarceration, sentencing reform, bipartisan criminal-justice reform, drug sentencing",Would Congress adopt a bipartisan federal sentencing and prison reform after decades of punitive criminal-justice politics?,"Low during the 1980s-1990s punitive turn, higher after mass-incarceration critique became mainstream.",https://www.congress.gov/bill/115th-congress/senate-bill/756,GovInfo/OLRC omission; adds criminal-justice retrenchment/reform after the 1994 crime bill.
US-2021-AMERICAN-RESCUE-PLAN,crisis_social_policy,2021,Congress/President,adoption,American Rescue Plan Act,"Enact large-scale COVID-era fiscal relief, including stimulus payments, expanded child tax credit, unemployment support, and state and local aid.","pandemic relief, fiscal state capacity, child poverty, stimulus, federal aid","Would Congress enact a large emergency relief package with direct payments, expanded family benefits, and state/local aid in response to a pandemic?","Low before modern crisis-fiscal policy, higher after the Great Recession and very high during COVID.",https://www.congress.gov/bill/117th-congress/house-bill/1319,GovInfo public-law scan omission; complements CARES but tests a different welfare/fiscal profile.
