item_id,source,source_question_id,question_uid,question_text,answer_options,focal_answer,value_construct,paired_event_ids,question_type,n_years,y0,y1
gss_marblk,gss,marblk,gss:marblk,close relative marry black person,neither favor nor oppose|strongly favor|strongly oppose|oppose|favor,neither favor nor oppose,,,categorical,13,1990,2018
gss_marcohrt,gss,marcohrt,gss:marcohrt,year of first marriage,1970.0|1971.0|1969.0|1946.0|1972.0|1964.0|1965.0|1966.0|1968.0|1967.0|1973.0|1947.0|1945.0|1950.0|1948.0|1959.0|1974.0|1955.0|1961.0|1954.0|1962.0|1960.0|1953.0|1963.0|1957.0|1949.0|1975.0|1958.0|1940.0|1956.0|1951.0|1952.0|1977.0|1976.0|1942.0|1941.0|1944.0|1979.0|1980.0|1943.0|1978.0|1939.0|1938.0|1981.0|1982.0|1983.0|1936.0|1935.0|1937.0|1934.0|1985.0|1984.0|1933.0|1932.0|1929.0|1986.0|1928.0|1930.0|1931.0|1987.0|1927.0|1926.0|1988.0|1924.0|1925.0|1989.0|1922.0|1923.0|1920.0|1990.0|1921.0|1917.0|1918.0|1991.0|1919.0|1992.0|1916.0|1915.0|1914.0|1913.0|1993.0|1909.0|1912.0|1911.0|1910.0|1908.0|1906.0|1907.0|1904.0|1994.0|1903.0|1905.0|1900.0|1901.0|1902.0,1970.0,,,categorical,20,1972,1994
gss_marelkid,gss,marelkid,gss:marelkid,mothers religion when r was child,protestant|catholic|hinduism|jewish|buddhism|none,protestant,,,categorical,4,1991,2018
gss_marfin,gss,marfin,gss:marfin,financial security main advtg of marriage,disagree|neither agree nor disagree|strongly disagree|agree|strongly agree,disagree,,,categorical,2,1988,1994
gss_marfree,gss,marfree,gss:marfree,personal freedom more impt than marriage,disagree|neither agree nor disagree|strongly disagree|agree|strongly agree,disagree,,,categorical,2,1988,1996
gss_markids,gss,markids,gss:markids,main purpose of marriage = kids,disagree|neither agree nor disagree|strongly disagree|agree|strongly agree,disagree,,,categorical,2,1988,1994
gss_marnomar,gss,marnomar,gss:marnomar,bad marriage better than none at all,strongly disagree|disagree|neither agree nor disagree|agree|strongly agree,strongly disagree,,,categorical,3,1988,2002
gss_marsame,gss,marsame,gss:marsame,homosexual couples should have the right to marry one another,strongly disagree|disagree|neither agree nor disagree|agree|strongly agree,strongly disagree,,,categorical,2,1988,2004
gss_marsame1,gss,marsame1,gss:marsame1,homosexual couples have right to marry,strongly agree|agree|strongly disagree|disagree|neither agree nor disagree,strongly agree,,,categorical,7,2006,2018
gss_masei10,gss,masei10,gss:masei10,r's mother's (or youngest same-sex parent's) socioeconomic index (2010),38.8|12.6|24.2|80.9|39.7|84.2|13.6|26.8|13.2|19.6|38.3|21.6|43.0|21.8|14.0|25.0|82.5|24.6|35.8|20.7|76.3|23.3|26.5|46.6|52.0|26.1|20.8|41.1|32.6|61.4|67.7|25.7|17.1|41.0|56.9|27.0|38.1|62.9|59.1|37.6|39.9|31.6|84.5|14.8|13.3|15.8|23.8|69.3|46.5|20.1|31.9|28.6|71.7|18.8|63.7|62.1|77.2|59.8|65.3|41.8|29.9|75.5|12.4|26.9|57.5|62.0|19.7|71.8|57.8|11.8|37.2|33.4|68.6|9.0|54.6|34.7|60.3|35.1|92.8|60.5|77.4|32.0|30.9|23.7|14.6|45.3|20.5|81.0|38.2|28.7|58.4|73.9|33.2|12.7|60.1|39.2|45.0|28.4|34.6|76.7|59.9|39.6|70.1|91.1|35.3|47.9|10.6|44.6|36.5|52.3|50.3|25.1|67.8|55.3|37.9|18.6|50.0|31.1|42.9|56.8|61.5|88.3|37.7|22.9|17.0|38.9|43.8|58.2|21.1|27.7|85.8|26.6|34.5|72.5|50.1|34.8|88.7|57.4|50.7|92.0|80.7|26.2|61.2|24.1|73.4|22.4|69.4|87.9|49.2|17.5|50.4|35.5|45.1|44.9|36.9|92.2|84.0|57.0|24.0|52.4|68.0|31.3|52.1|30.3|31.2|86.6|28.5|52.5|32.7|87.3|25.2|64.5|36.8|78.3|63.1|27.4|66.2|51.7|29.4|92.1|83.8|71.0|43.1|62.6|20.3|20.9|53.0|60.2|77.9|53.8|86.5|62.7|63.3|79.9|55.1|35.4|21.5|64.2|77.3|73.6|49.4|39.5|29.2|34.4|70.5|74.6|41.4|27.5|52.6|29.3|45.4|73.5|88.0|89.4|48.8|77.0|86.8|70.4|64.9|37.1|64.4|42.7|24.8|85.2|42.8|30.0|54.3|70.3|81.9|82.4|73.0|53.9|36.4|59.4|82.7|29.5|73.2|27.6|37.8|71.6|18.9|44.5|58.6|22.1|53.6|29.6|89.9|46.0|29.7|86.1|25.4|81.5|75.6|43.5|84.3|21.0|54.1|19.0|51.5|25.6|87.6|27.1|72.6|88.4|20.0|53.7|49.3|91.6|72.7|80.2|22.5|40.4|55.0|48.1|52.9|46.2|75.7|36.7|56.3|65.1|48.3|88.6|85.0|40.1|57.3|65.6|87.8|39.1|69.5|66.1|63.2|34.1|85.5|33.9|91.9|62.4|58.1|37.0|49.6|53.2|79.6|71.4|37.4|31.5|19.2|23.2|86.7|83.4|61.9|48.4|53.1|59.0|74.8|86.9|33.7|57.1|77.7|66.4|30.8|21.3|73.1|51.8|35.2|28.8|81.6|36.2|23.0,38.8,,,categorical,13,1994,2018
gss_masei10educ,gss,masei10educ,gss:masei10educ,percentage of some college educ in maocc10 based on acs 2010,57.6|17.3|40.8|98.9|22.3|55.9|56.1|16.5|97.8|44.0|24.3|35.0|45.4|55.4|25.1|99.0|37.7|42.3|93.7|69.1|37.0|14.1|65.3|79.2|58.8|76.9|53.0|54.2|17.0|78.0|51.1|99.1|90.6|58.9|83.0|22.7|28.2|45.2|36.0|82.5|17.2|82.3|33.7|42.0|24.1|26.7|38.4|94.8|50.7|82.8|99.7|97.5|16.9|92.0|78.2|59.2|55.5|27.1|68.6|46.3|32.4|12.2|53.9|65.6|73.0|91.4|85.9|55.7|28.9|75.9|31.0|12.6|16.0|52.1|55.8|56.7|65.5|85.7|83.7|21.7|95.6|47.4|41.8|82.4|99.4|31.9|48.5|81.3|66.9|19.3|81.4|26.0|91.9|50.0|50.1|58.5|36.5|86.3|67.3|73.3|68.8|62.7|12.4|25.4|71.7|86.8|61.1|46.6|57.1|62.4|66.0|13.5|42.8|68.4|22.0|86.7|87.3|74.4|70.9|76.5|64.6|30.7|46.4|25.7|59.3|73.5|74.2|60.9|79.4|75.5|77.2|99.3|40.3|92.1|29.1|75.1|34.1|83.1|31.1|51.0|71.6|50.6|17.9|54.6|95.5|54.3|24.0|23.9|63.9|67.4|94.4|73.9|94.0|52.7|97.3|17.5|70.1|58.6|54.8|64.1|29.5|15.5|99.2|69.9|35.3|21.9|38.3|43.9|48.9|21.0|48.8|34.2|27.0|34.7|39.6|57.7|78.3|98.3|20.4|21.6|80.0|33.9|33.5|79.9|78.8|80.7|52.2|88.3|87.0|67.6|47.3|61.3|20.5|19.2|74.6|46.1|96.3|80.1|99.5|79.5|96.0|37.8|31.2|95.7|94.1|63.1|44.2|51.7|35.5|43.7|89.8|30.4|84.5|92.4|84.8|27.5|62.8|19.0|65.1|85.6|92.6|78.1|26.2|89.4|47.8|83.5|19.7|95.1|37.4|45.7|58.7|49.0|63.5|91.7|56.6|90.8|81.1|75.6|83.3|58.2|70.3|96.4|13.4|55.6|85.4|28.3|19.9|48.1|47.5|32.1|91.2|35.1|62.2|46.7|55.1|97.0|17.7|72.2|9.8|77.5|81.0|61.0|13.3|69.8|68.2|46.9|92.9|40.9|90.9|90.2|18.6|85.3|93.1|69.6|66.8|95.0|42.6|21.1|86.2|41.6|78.4|63.3|81.9|72.5|84.6|98.7|70.4|94.3|16.8|28.0|23.6|48.2|64.7|10.9|42.1|17.8|12.3|98.5|84.4|88.2|63.7|47.9|66.7|90.5|53.3|40.4|25.6|96.5|79.6|19.8|22.4|45.5|45.1|26.6|30.6|35.2|40.2|79.8|27.8|18.0|18.7,57.6,,,categorical,13,1994,2018
gss_matesex,gss,matesex,gss:matesex,was 1 of r's partner's spouse or regular,yes|no,yes,,,binary,18,1988,2018
gss_mawork,gss,mawork,gss:mawork,mothers employment since marriage,yes|no,yes,,,binary,18,1973,1993
gss_mawork14,gss,mawork14,gss:mawork14,did mom work before r was 14 yrs old,yes|no|didnt live with mom,yes,,,categorical,4,1988,2012
gss_mawrkgrw,gss,mawrkgrw,gss:mawrkgrw,did mother (or youngest same-sex parent) ever work for pay for as long as a year,yes|no,yes,,,binary,13,1994,2018
gss_mawrkslf,gss,mawrkslf,gss:mawrkslf,mother (or youngest same-sex parent) self-emp. or worked for somebody,someone else|self-employed,someone else,,,binary,13,1994,2018
gss_mawrkwrm,gss,mawrkwrm,gss:mawrkwrm,working mom can have a warm rel w kids,agree|strongly agree|disagree|strongly disagree|neither agree nor disagree,agree,,,categorical,4,1988,2012
gss_medcare1,gss,medcare1,gss:medcare1,who r thinks should be most responsible for cost of xs medical care,"insurance|name, him-herself|government|his-her family|private charity",insurance,,,categorical,2,1996,2006
gss_medcare2,gss,medcare2,gss:medcare2,who r thinks should be next most responsible for cost of xs medical care,his-her family|insurance|government|private charity,his-her family,,,categorical,2,1996,2006
gss_meddoc,gss,meddoc,gss:meddoc,x should go to general medical doctor for help,yes|no,yes,,,binary,3,1996,2018
gss_medinfsc,gss,medinfsc,gss:medinfsc,influence on funding for stem cell rsch: medical researchers,a fair amount|a great deal of influence|a little influence|none at all,a fair amount,,,categorical,2,2006,2010
gss_meetings,gss,meetings,gss:meetings,how many people seen at church or group meeting,0|3 - 5|6 - 10|1 - 2|16-25|11 - 15|26-50|50+,0,,,categorical,3,2000,2004
gss_meltpot,gss,meltpot,gss:meltpot,r attitude toward mixing cultures in us,4.0|5.0|3.0|blend in to larger society|maintain distinct cultures|6.0|2.0,4.0,,,categorical,2,1994,2000
gss_memchurh,gss,memchurh,gss:memchurh,membership in church group,no|yes,no,,,binary,16,1974,2004
gss_memgreek,gss,memgreek,gss:memgreek,membership in school fraternity,no|yes,no,,,binary,16,1974,2004
gss_memnat,gss,memnat,gss:memnat,membership in nationality group,no|yes,no,,,binary,16,1974,2004
gss_memschl,gss,memschl,gss:memschl,membership in school service,no|yes,no,,,binary,16,1974,2004
gss_memunion,gss,memunion,gss:memunion,membership in labor union,no|yes,no,,,binary,16,1974,2004
gss_mentloth,gss,mentloth,gss:mentloth,x should go to other mental health professional for help,yes|no,yes,,,binary,3,1996,2018
gss_meovrwrk,gss,meovrwrk,gss:meovrwrk,men hurt family when focus on work too much,agree|disagree|neither agree nor disagree|strongly agree|strongly disagree,agree,,,categorical,12,1994,2018
gss_milpay,gss,milpay,gss:milpay,pay and benefits for military personnel,about right|should be larger|should be smaller,about right,,,categorical,2,1982,1983
gss_milqual,gss,milqual,gss:milqual,quality of persons in military,good|not so good|excellent|poor,good,,,categorical,3,1982,1984
gss_milvolok,gss,milvolok,gss:milvolok,how well has volunteer military worked?,fairly well|not well|very well,fairly well,,,categorical,2,1982,1984
gss_misswork,gss,misswork,gss:misswork,miss work for health past 30 days,0.0|1.0|2.0|3.0|4.0|5.0|7.0|30.0|10.0|8.0|14.0|20.0|12.0|15.0|21.0|6.0|16.0,0.0,,,categorical,2,2014,2018
gss_mntlhlth,gss,mntlhlth,gss:mntlhlth,days of poor mental health past 30 days,0.0|2.0|5.0|3.0|1.0|10.0|30.0|15.0|4.0|20.0|7.0|14.0|6.0|25.0|8.0|12.0|9.0|21.0|28.0|16.0|29.0|22.0|27.0|18.0|23.0|17.0|26.0|24.0|11.0|19.0,0.0,,,categorical,8,2002,2018
gss_moral12,gss,moral12,gss:moral12,past 12 months r web to learn moral issues,no|yes,no,,,binary,2,2000,2002
gss_moredays,gss,moredays,gss:moredays,days per month r work extra hours,0.0|2.0|4.0|5.0|20.0|3.0|1.0|10.0|15.0|30.0|8.0|6.0|7.0|12.0|25.0|24.0|22.0|16.0|9.0|14.0|28.0|18.0|21.0|17.0|26.0|23.0|27.0|11.0|19.0|13.0|29.0,0.0,,,categorical,5,2002,2018
gss_mustwork,gss,mustwork,gss:mustwork,mandatory to work extra hours,no|yes,no,,,binary,5,2002,2018
gss_myskills,gss,myskills,gss:myskills,job allows r use of skills,agree|strongly agree|disagree|strongly disagree,agree,,,categorical,5,2002,2018
gss_mywaygod,gss,mywaygod,gss:mywaygod,r has own way of connecting with god without churches or religious services,agree|strongly agree|disagree|neither agree nor disagree|strongly disagree,agree,,,categorical,2,2008,2018
gss_nataid,gss,nataid,gss:nataid,foreign aid,too much|about right|too little,too much,,,categorical,31,1973,2018
gss_natarms,gss,natarms,gss:natarms,"military, armaments, and defense",about right|too much|too little,about right,,,categorical,31,1973,2018
gss_natarmsy,gss,natarmsy,gss:natarmsy,national defense:version y,about right|too much|too little,about right,,,categorical,22,1984,2018
gss_natchld,gss,natchld,gss:natchld,assistance for childcare,too little|about right|too much,too little,,,categorical,10,2000,2018
gss_natcrime,gss,natcrime,gss:natcrime,halting rising crime rate,too little|about right|too much,too little,,,categorical,31,1973,2018
gss_nateduc,gss,nateduc,gss:nateduc,improving nations education system,too little|about right|too much,too little,,,categorical,31,1973,2018
gss_nateducy,gss,nateducy,gss:nateducy,education:version y,too little|about right|too much,too little,,,categorical,22,1984,2018
gss_natenrgy,gss,natenrgy,gss:natenrgy,developing alternative energy sources,too little|about right|too much,too little,,,categorical,5,2010,2018
gss_natenvir,gss,natenvir,gss:natenvir,improving & protecting environment,too little|about right|too much,too little,,,categorical,31,1973,2018
gss_natenviy,gss,natenviy,gss:natenviy,the environment:version y,too little|about right|too much,too little,,,categorical,22,1984,2018
gss_natfare,gss,natfare,gss:natfare,welfare,too much|about right|too little,too much,,,categorical,31,1973,2018
gss_natfarey,gss,natfarey,gss:natfarey,assistance to the poor:version y,too little|about right|too much,too little,,,categorical,22,1984,2018
gss_natheal,gss,natheal,gss:natheal,improving & protecting nations health,too little|about right|too much,too little,,,categorical,31,1973,2018
gss_nathealy,gss,nathealy,gss:nathealy,health:version y,too little|about right|too much,too little,,,categorical,22,1984,2018
gss_natrace,gss,natrace,gss:natrace,improving the conditions of black people,about right|too little|too much,about right,,,categorical,31,1973,2018
gss_natracey,gss,natracey,gss:natracey,assistance to black people: version y,about right|too little|too much,about right,,,categorical,22,1984,2018
gss_natsoc,gss,natsoc,gss:natsoc,social security,too little|about right|too much,too little,,,categorical,22,1984,2018
gss_naturwar,gss,naturwar,gss:naturwar,nature is survival of fittest,agree|neither agree nor disagree|disagree|strongly agree|strongly disagree,agree,,,categorical,2,1993,1994
gss_negjob5,gss,negjob5,gss:negjob5,"in last 5 yrs, r been denied promo or recvd bad evaluation bc employr belivd r w",yes|not employed in last 5 years|no,yes,,,categorical,2,2008,2012
gss_newjob12,gss,newjob12,gss:newjob12,r use web to look for new job in past 12 months,no|yes,no,,,binary,2,2000,2002
gss_noicecap,gss,noicecap,gss:noicecap,effect of global warming: northern ice cap melt,a great deal|some|a little|not at all,a great deal,,,categorical,2,2006,2010
gss_nounemp1,gss,nounemp1,gss:nounemp1,r would accept job requiring new skill to avoid unemployment,agree|strongly agree|neither agree nor disagree|disagree|strongly disagree,agree,,,categorical,2,2006,2016
gss_nounemp2,gss,nounemp2,gss:nounemp2,r would accept position with lower pay to avoid unemployment,agree|disagree|strongly agree|neither agree nor disagree|strongly disagree,agree,,,categorical,2,2006,2016
gss_nounemp3,gss,nounemp3,gss:nounemp3,r would accept temporary employment to avoid unemployment,agree|strongly agree|disagree|neither agree nor disagree|strongly disagree,agree,,,categorical,2,2006,2016
gss_nounemp4,gss,nounemp4,gss:nounemp4,r would accept travel longer to work to avoid unemployment,agree|disagree|strongly agree|neither agree nor disagree|strongly disagree,agree,,,categorical,2,2006,2016
gss_ntwkhard,gss,ntwkhard,gss:ntwkhard,past week not work hard enough,0.0|10.0|20.0|5.0|25.0|30.0|50.0|15.0|40.0|2.0|3.0|70.0|100.0|1.0|60.0|4.0|75.0|80.0|8.0|90.0|7.5|3.5|35.0|4.5|2.5|65.0|1.5|12.5|85.0|0.5|22.5|12.0|13.0|14.0|9.0|7.0|62.5|17.5|17.0|18.0,0.0,,,categorical,2,2014,2018
gss_nukefam,gss,nukefam,gss:nukefam,nuke power danger to my family,somewhat dangerous|very dangerous|not very dangerous|extremely dangerous|not dangerous at all,somewhat dangerous,,,categorical,2,1993,1994
gss_numkids,gss,numkids,gss:numkids,what is ideal number of kids for family,2.0|3.0|4.0|1.0|5.0|0.0|6.0|seven or more,2.0,,,categorical,3,1988,2012
gss_nummen,gss,nummen,gss:nummen,number of male sex partner's since 18,"0.0|1.0|2.0|3.0|4.0|5.0|10.0|6.0|7.0|8.0|15.0|20.0|12.0|1 or more, number unknown|9.0|25.0|30.0|50.0|11.0|100.0|13.0|18.0|40.0|dash or slash|14.0|'many,' 'lots'|35.0|'n.a.'|16.0|22.0|21.0|17.0|'several'|200.0|'x'|45.0|60.0|23.0|26.0|33.0|75.0|24.0|27.0|garbled text|150.0|300.0|28.0|65.0|989 or more|70.0|19.0|36.0|80.0|122.0|32.0|55.0|38.0|99.0|62.0|110.0|48.0|41.0|500.0|57.0|56.0|51.0|85.0|42.0|88.0|365.0|700.0|37.0|120.0|34.0|43.0|39.0|90.0|375.0|83.0|600.0|54.0|336.0|397.0|125.0|400.0|84.0|103.0|350.0|52.0|175.0",0.0,,,categorical,17,1989,2018
gss_numorg,gss,numorg,gss:numorg,number of people working in organization at all locations,"100-499 in range|10-49 in range|1.0|above 100,000 in range|10,000 or more|1-9 in range|50-99 in range|500-999 in range|10,000-50,000 in range|5,000-10,000 in range|1,000-1,999 in range|2.0|50.0|3.0|2,000-2,999 in range|50,000-100,000 in range|4.0|5.0|100.0|500.0|9.0|20.0|1000.0|2000.0|200.0|6.0|3,000-3,999 in range|10.0|300.0|7.0|30.0|4,000-4,999 in range|15.0|8.0|150.0|400.0|5000.0|12.0|40.0|11.0|25.0|120.0|250.0|13.0|75.0|3000.0|800.0|70.0|1500.0|35.0|60.0|600.0|80.0|16.0|1200.0|350.0|6000.0|17.0|65.0|14.0|4000.0|18.0|700.0|2500.0|7000.0|45.0|160.0|90.0|130.0|22.0|3800.0|450.0|180.0|8000.0|49.0|175.0|3500.0|1800.0|125.0|280.0|260.0|24.0|38.0|165.0|900.0|6500.0|23.0|1100.0|110.0|172.0|550.0|9000.0|140.0|105.0|155.0|3200.0|4500.0|32.0|73.0|19.0|999.0|78.0|375.0|161.0|21.0|31.0|63.0|42.0|28.0|1700.0|48.0|27.0|240.0|72.0|37.0|56.0|92.0|66.0|154.0|650.0|225.0|7500.0|36.0|55.0|1001.0|370.0|99.0|185.0|750.0|52.0|850.0|480.0|745.0|83.0|95.0|1300.0|670.0|210.0|499.0|5100.0|85.0|61.0|113.0|8500.0|258.0|207.0|234.0|4300.0|9800.0|76.0|43.0|33.0|1600.0|425.0|467.0|630.0|2300.0|59.0|47.0|220.0|190.0|106.0|86.0|275.0|62.0|116.0|532.0|309.0|163.0|44.0|2600.0",100-499 in range,,,categorical,4,2006,2018
gss_numwomen,gss,numwomen,gss:numwomen,number of female sex partner's since 18,"0.0|1.0|2.0|3.0|5.0|10.0|4.0|6.0|20.0|15.0|8.0|12.0|7.0|30.0|50.0|25.0|100.0|9.0|40.0|1 or more, number unknown|35.0|11.0|18.0|14.0|13.0|200.0|'many,' 'lots'|16.0|60.0|75.0|150.0|17.0|'n.a.'|24.0|21.0|22.0|45.0|23.0|28.0|19.0|300.0|'several'|dash or slash|32.0|70.0|27.0|120.0|33.0|989 or more|80.0|36.0|250.0|garbled text|'x'|26.0|65.0|90.0|31.0|500.0|29.0|34.0|55.0|68.0|63.0|101.0|125.0|85.0|52.0|87.0|73.0|175.0|122.0|42.0|350.0|130.0|56.0|51.0|145.0|41.0|222.0|86.0|37.0|47.0|54.0|53.0|165.0|170.0|69.0|403.0|59.0|137.0|280.0|61.0|140.0|380.0|96.0|115.0|700.0|750.0|400.0|49.0|58.0|127.0|77.0|82.0|325.0|57.0|62.0|74.0|103.0|270.0|210.0|138.0|48.0|123.0|301.0|167.0|89.0|105.0|121.0|253.0|201.0|255.0|38.0|39.0|240.0|46.0|66.0|147.0|88.0|450.0|84.0|43.0",0.0,,,categorical,17,1989,2018
gss_occmobil,gss,occmobil,gss:occmobil,status of job higher than father's?,higher|about equal|much higher than dad|lower|much lower than dad|no dad-never had job|r never had job,higher,,,categorical,2,1987,2000
gss_oppsegov,gss,oppsegov,gss:oppsegov,how important: citizen engage in acts of civil disobeyed,not at all important|very important|4.0|5.0|6.0|2.0|3.0,not at all important,,,categorical,2,2004,2014
gss_opwlth,gss,opwlth,gss:opwlth,need wealthy family to get ahead,not very important|fairly important|very important|not important at all|essential,not very important,,,categorical,2,1987,2000
gss_ormeddoc,gss,ormeddoc,gss:ormeddoc,in what order go to a general medical doctor,2.0|3.0|1.0|4.0|5.0|6.0|7.0|8.0|9.0,2.0,,,categorical,2,1996,2006
gss_ortlkfm,gss,ortlkfm,gss:ortlkfm,in what order talk things over with family & friends,1.0|2.0|3.0|4.0|5.0|6.0|7.0|8.0|9.0|10.0,1.0,,,categorical,2,1996,2006
gss_oth1,gss,oth1,gss:oth1,being discriminated against,no|yes,no,,,binary,2,1991,2004
gss_oth16,gss,oth16,gss:oth16,other protestant denominations,"pentecostal|mormon|church of christ|christian; central christian|congregationalist, 1st congreg|churches of god (except with christ and holiness)|jehovah's witnesses|assembly of god|nazarene|united church of christ|7th day adventist|holiness; church of holiness|reformed|christian scientist|christian reform|disciples of christ|evangelical, evangelist|united brethren, united brethren in christ|first christian|brethren church, brethren|unitarian, universalist|pentecostal holiness, holiness pentecostal|free will baptist|missionary baptist|mennonite|quaker|dutch reform|church of god in christ|evangelical reformed|salvation army|holiness (nazarene)|apostolic faith|wesleyan|lds--reorganized|independent|church of god in christ holiness|full gospel|free methodist|sanctified, sanctification|christian & missionary alliance|moravian|other fundamentalist|four square gospel|evangelist free church|community church|pilgrim holiness|pentecostal assembly of god|united church of christianity|christ in christian union|united church, unity church|pentecostal church of god|church of the living god|primitive baptist|advent children|reformed united church of christ|friends|evangelical united brethren|apostolic church|holiness church of god|covenant|first christian disciples of christ|missionary church|amish|united church of canada|ind bible, bible, bible fellowship|christian disciples|church of christ, evangelical|evangelical covenant|christian catholic|african methodist|apostolic christian|first reformed|federated church|first church|hungarian reformed|brethren, plymouth|holy roller|bible missionary|spiritualist|christ adelphians|reformed church of christ|christ church unity|worldwide church of god|pentecostal apostolic|church of god, saint & christ|mission covenant|baptist (northern)|religious science|wesleyan methodist--pilgrim|church of the first born|zion union apostolic--reformed|charismatic|alliance|swedish mission|open bible|mennonite brethren|zion union apostolic|new apostolic|evangelical methodist|calvary bible|born again|unity|polish national church|mind science|grace brethren|carmelite|the church of god of prophecy|evangelical congregational|zwinglian|church of prophecy|christian union|brother of christ|macedonia|chinese gospel church|assyrian evangelist church|american reform|latvian lutheran|faith covenant|assembly of christ|new testament christian|church of daniel's band|armenian apostolic church|jacobite apostolic|national progressive baptist|unity of the brethren|unity school of christianity|community of christ|friends in christ|zion union|pathways christian church|church of living christ|new birth christian|divine science|swedenurgian/churches of the new jerusalem|chapel of faith|faith christian|schwenkfelder|word of jesus|ethiopian evangelical church|church of jesus christ of the restoration|the amana church|united christian",pentecostal,,,categorical,31,1973,2018
gss_oth2,gss,oth2,gss:oth2,unable to get to school,no|yes,no,,,binary,2,1991,2004
gss_oth3,gss,oth3,gss:oth3,child have trouble in school,no|yes,no,,,binary,2,1991,2004
gss_othcredt,gss,othcredt,gss:othcredt,other people take credit for r's work or ideas,never|rarely|sometimes|often,never,,,categorical,2,2004,2012
gss_other,gss,other,gss:other,other protestant denominations,"pentecostal|mormon|church of christ|christian; central christian|jehovah's witnesses|congregationalist, 1st congreg|churches of god (except with christ and holiness)|assembly of god|united church of christ|7th day adventist|nazarene|holiness; church of holiness|unitarian, universalist|evangelical, evangelist|disciples of christ|reformed|christian reform|pentecostal holiness, holiness pentecostal|free will baptist|first christian|missionary baptist|brethren church, brethren|christian scientist|quaker|mennonite|church of god in christ|apostolic faith|wesleyan|full gospel|independent|other fundamentalist|unity|sanctified, sanctification|evangelist free church|united brethren, united brethren in christ|holiness (nazarene)|christian & missionary alliance|spiritualist|salvation army|pentecostal assembly of god|lds--reorganized|ind bible, bible, bible fellowship|religious science|dutch reform|four square gospel|pentecostal church of god|church of god in christ holiness|community church|moravian|united church of christianity|friends|united church, unity church|covenant|missionary church|free methodist|first church|first christian disciples of christ|apostolic church|evangelical reformed|pentecostal apostolic|charismatic|advent children|christian disciples|reformed united church of christ|apostolic christian|primitive baptist|christian catholic|grace brethren|wesleyan methodist--pilgrim|born again|open bible|christian union|reformed church of christ|christ adelphians|church of the living god|holiness church of god|pilgrim holiness|amish|evangelical covenant|bible missionary|mind science|brethren, plymouth|worldwide church of god|mission covenant|church of christ, evangelical|church of god, saint & christ|christian calvary chapel|new age spirituality|baptist (northern)|united holiness|new testament christian|evangelical congregational|federated church|united church of canada|hebrew roots|disciples of god|evangelical methodist|zion union|church of the first born|the church of god of prophecy|first reformed|zion union apostolic--reformed|christ church unity|spirit filled|chinese gospel church|assembly of christ|house of prayer|mennonite brethren|church of prophecy|christ in christian union|zion union apostolic|american reform|alliance|community christian fellowship|journeys|christian tabernacle|holy roller|national progressive baptist|community of christ|church of daniel's band|zwinglian|evangelical united brethren|polish national church|swedish mission|hebrew israelites|eden evangelist|new hope christian fellowship|grace reformed|brother of christ|new apostolic|metropolitan community|the way ministry|church universal and triumphant|christ cathedral of truth|calvary bible|latvian lutheran|faith gospel tabernacle|living word|new birth christian|world overcomer outreach ministry|course in miracles|disciple of jesus|armenian apostolic church|calvary|faith covenant|true light church of christ|unity of the brethren|laotian christian|spirit of christ|shephard's chapel|pathways christian church|real life ministries|new life|witness holiness|new song|independent fundamental church of america|life sanctuary|chapel of faith|african methodist|ethiopian evangelical church|scandinavian church|empowerment temple|grace independent baptist church|church of jesus christ of the restoration|sanctuary|assyrian evangelist church|the amana church|the legacy church|harvest church|the word church|great faith ministries|word of faith church|united christian|shield of faith ministries|vineyard church|rain on us deliverance ministries|greater new testament church|cornerstone church|cathedral of joy",pentecostal,,,categorical,32,1972,2018
gss_othersex,gss,othersex,gss:othersex,r had sex with some other last year,no|yes,no,,,binary,18,1988,2018
gss_othfam1,gss,othfam1,gss:othfam1,person #1 is r's family member,not mentioned|mentioned,not mentioned,,,binary,3,1985,2004
gss_othfam2,gss,othfam2,gss:othfam2,person #2 is r's family member,not mentioned|mentioned,not mentioned,,,binary,3,1985,2004
gss_othfam3,gss,othfam3,gss:othfam3,person #3 is r's family member,not mentioned|mentioned,not mentioned,,,binary,3,1985,2004
gss_othfam4,gss,othfam4,gss:othfam4,person #4 is r's family member,not mentioned|mentioned,not mentioned,,,binary,2,1985,2004
gss_othfam5,gss,othfam5,gss:othfam5,person #5 is r's family member,not mentioned|mentioned,not mentioned,,,binary,2,1985,2004
gss_othsch,gss,othsch,gss:othsch,children attend other school,no|yes,no,,,binary,2,1998,2000
gss_othssame,gss,othssame,gss:othssame,no saving environment unless others do same,disagree|agree|neither agree nor disagree|strongly disagree|strongly agree,disagree,,,categorical,2,2000,2010
gss_oversamp,gss,oversamp,gss:oversamp,weights for black oversamples,not 1982/1987|1.235|1.241|0.4347|0.3778,not 1982/1987,,,categorical,32,1972,2018
gss_overwork,gss,overwork,gss:overwork,r has too much work to do well,disagree|agree|strongly disagree|strongly agree,disagree,,,categorical,5,2002,2018
gss_ownbanks,gss,ownbanks,gss:ownbanks,govts role in banking and insurance,control prices|leave alone|own it,control prices,,,categorical,2,1985,1990
gss_owngun,gss,owngun,gss:owngun,have gun in home,no|yes,no,,,binary,27,1973,2018
